produced_in_US,runtime_ratio,director,supporting_actor_1,runtime,supporting_actor_2,season,revenue,num_production_companies,top_100_actor_count,writer_rank,num_production_countries,actors,decade,budget,actor_rank,has_top_25_writer,release_month,lead_actor,writer,has_top_25_director,in_english,release_year,has_top_25_company,director_rank,title,company_rank,genre_rank,genres
0,0.05897177419354839,Hayao Miyazaki,Ichir≈ç Nagai,117.0,Gor≈ç Naya,Spring,3301446,1,0,1281,1,"['Sumi Shimamoto', 'Ichir≈ç Nagai', 'Gor≈ç Naya', 'Y≈çji Matsuda', 'Yoshiko Sakakibara']",1980s,1000000,835.0,0,March,Sumi Shimamoto,Hayao Miyazaki,0,0,1984,0,1065,Nausicaä of the Valley of the Wind,261.0,6.0,"['Adventure', 'Animation', 'Fantasy']"
1,0.053075396825396824,Peter Berg,Kurt Russell,107.0,John Malkovich,Autumn,121790373,6,0,145,2,"['Mark Wahlberg', 'Kurt Russell', 'John Malkovich', 'Gina Rodriguez', ""Dylan O'Brien""]",2010s,110000000,443.8,1,September,Mark Wahlberg,Matthew Michael Carnahan,0,1,2016,1,257,Deepwater Horizon,163.66666666666666,1.0,"['Drama', 'Action']"
1,0.060882800608828,Guy Hamilton,Jill St. John,120.0,Charles Gray,Winter,116019547,3,0,87,2,"['Sean Connery', 'Jill St. John', 'Charles Gray', 'Lana Wood', 'Jimmy Dean']",1970s,7200000,738.6,1,December,Sean Connery,Ian Fleming,0,1,1971,1,224,Diamonds Are Forever,157.66666666666666,1.6666666666666667,"['Adventure', 'Action', 'Thriller']"
1,0.05079681274900399,Lexi Alexander,Dominic West,102.0,Julie Benz,Winter,10089373,6,0,1070,3,"['Ray Stevenson', 'Dominic West', 'Julie Benz', 'Colin Salmon', 'Doug Hutchison']",2000s,20500000,551.4,0,December,Ray Stevenson,Art Marcum,0,1,2008,0,883,Punisher: War Zone,244.5,4.5,"['Action', 'Crime']"
1,0.061845386533665836,Breck Eisner,Pen√©lope Cruz,124.0,Steve Zahn,Spring,119269486,10,0,303,4,"['Matthew McConaughey', 'Pen√©lope Cruz', 'Steve Zahn', 'William H. Macy', 'Lennie James']",2000s,130000000,478.0,0,April,Matthew McConaughey,James V. Hart,0,1,2005,0,199,Sahara,194.4,3.6,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']"
1,0.044633901705115345,Roger Allers,Matthew Broderick,89.0,James Earl Jones,Summer,788241776,2,0,8,1,"['Jonathan Taylor Thomas', 'Matthew Broderick', 'James Earl Jones', 'Jeremy Irons', 'Moira Kelly']",1990s,45000000,580.2,0,June,Jonathan Taylor Thomas,Jonathan Roberts,0,1,1994,1,5,The Lion King,19.0,6.0,"['Family', 'Animation', 'Drama']"
1,0.04954954954954955,Paul W.S. Anderson,Jason Scott Lee,99.0,Jason Isaacs,Autumn,14567883,4,0,964,1,"['Kurt Russell', 'Jason Scott Lee', 'Jason Isaacs', 'Connie Nielsen', 'Sean Pertwee']",1990s,75000000,554.8,0,October,Kurt Russell,David Webb Peoples,0,1,1998,0,146,Soldier,103.25,6.0,"['Action', 'War', 'Science Fiction']"
1,0.06769537083125933,Peter Jackson,Mark Wahlberg,136.0,Susan Sarandon,Winter,93525586,6,0,51,3,"['Rachel Weisz', 'Mark Wahlberg', 'Susan Sarandon', 'Saoirse Ronan', 'Stanley Tucci']",2000s,65000000,480.2,1,December,Rachel Weisz,Peter Jackson,1,1,2009,1,13,The Lovely Bones,164.5,4.5,"['Fantasy', 'Drama']"
0,0.07661691542288557,Hari,Anushka Shetty,154.0,Prakash Raj,Spring,9700000,2,0,1182,1,"['Suriya ', 'Anushka Shetty', 'Prakash Raj', 'Nassar', 'Vivek']",2010s,2200000,835.0,0,May,Suriya ,Hari,0,0,2010,0,970,Singam,261.0,4.0,"['Action', 'Comedy', 'Crime']"
0,0.05955334987593052,Renat Davletyarov,Anastasiya Mikulchina,120.0,Evgenia Malakhova,Spring,5249225,3,0,1142,1,"['Pyotr Fyodorov', 'Anastasiya Mikulchina', 'Evgenia Malakhova', 'Agniya Kuznetsova', 'Sofia Lebedeva']",2010s,3300000,835.0,0,April,Pyotr Fyodorov,Yuri Korotkov,0,0,2015,0,997,The Dawns Here Are Quiet,261.0,7.5,"['Drama', 'War']"
0,0.06113320079522863,Jacques Audiard,Matthias Schoenaerts,123.0,Bouli Lanners,Spring,25762027,14,0,794,2,"['Marion Cotillard', 'Matthias Schoenaerts', 'Bouli Lanners', 'C√©line Sallette', 'Corinne Masiero']",2010s,15400000,789.6,0,May,Marion Cotillard,Jacques Audiard,0,0,2012,0,641,Rust and Bone,253.5,5.0,"['Drama', 'Romance']"
1,0.0785392696348174,Michael Mann,Russell Crowe,157.0,Christopher Plummer,Autumn,60289912,5,0,341,1,"['Al Pacino', 'Russell Crowe', 'Christopher Plummer', 'Diane Venora', 'Bruce McGill']",1990s,90000000,544.0,0,October,Al Pacino,Michael Mann,0,1,1999,0,218,The Insider,179.6,3.0,"['Drama', 'Thriller']"
1,0.049155908639523335,Randall Wallace,Kelly Reilly,99.0,Connor Corum,Spring,101332962,3,0,354,1,"['Greg Kinnear', 'Kelly Reilly', 'Connor Corum', 'Thomas Haden Church', 'Jon Ted Wynne']",2010s,12000000,711.2,0,April,Greg Kinnear,Chris Parker,0,1,2014,1,245,Heaven is for Real,97.33333333333333,2.0,['Drama']
1,0.04119106699751861,David Gelb,Mark Duplass,83.0,Donald Glover,Winter,64110728,3,0,529,1,"['Olivia Wilde', 'Mark Duplass', 'Donald Glover', 'Evan Peters', 'Sarah Bolger']",2010s,3300000,774.0,0,January,Olivia Wilde,Luke Dawson,0,1,2015,0,414,The Lazarus Effect,182.66666666666666,7.5,"['Thriller', 'Horror']"
0,0.069617105917454,Anees Bazmee,Bobby Deol,140.0,Sonam Kapoor,Spring,4100000,1,0,1242,1,"['Akshay Kumar', 'Bobby Deol', 'Sonam Kapoor', 'Irrfan Khan', 'Rimi Sen']",2010s,13100000,820.8,0,April,Akshay Kumar,Nisar Akhtar,0,0,2011,0,1026,Thank You,217.0,8.0,"['Drama', 'Comedy', 'Romance', 'Foreign']"
1,0.05297351324337831,John Moore,Gene Hackman,106.0,Gabriel Macht,Autumn,91753202,2,0,390,1,"['Owen Wilson', 'Gene Hackman', 'Gabriel Macht', 'Charles Malik Whitfield', 'David Keith']",2000s,40000000,664.4,0,November,Owen Wilson,David Veloz,0,1,2001,0,300,Behind Enemy Lines,109.0,4.75,"['Action', 'Drama', 'Thriller', 'War']"
1,0.048866498740554154,Martin Scorsese,Rosanna Arquette,97.0,Verna Bloom,Autumn,10609321,2,0,1053,1,"['Griffin Dunne', 'Rosanna Arquette', 'Verna Bloom', 'Tommy Chong', 'Linda Fiorentino']",1980s,4500000,835.0,0,September,Griffin Dunne,Joseph Minion,0,1,1985,0,479,After Hours,261.0,3.0,"['Comedy', 'Thriller', 'Drama']"
1,0.049064238745574106,John 'Bud' Cardos,Tiffany Bolling,97.0,Woody Strode,Summer,17000000,1,0,1012,1,"['William Shatner', 'Tiffany Bolling', 'Woody Strode', 'Lieux Dressler', 'David McLean']",1970s,500000,751.6,0,August,William Shatner,Alan Caillou,0,1,1977,0,754,Kingdom of the Spiders,261.0,8.0,"['Horror', 'Science Fiction']"
0,0.05653710247349823,Peter Hyams,Peter Boyle,112.0,Frances Sternhagen,Spring,17374595,2,0,922,1,"['Sean Connery', 'Peter Boyle', 'Frances Sternhagen', 'James Sikking', 'Kika Markham']",1980s,16000000,738.6,0,May,Sean Connery,Peter Hyams,0,1,1981,0,548,Outland,261.0,5.0,['Science Fiction']
1,0.03953953953953954,Norton Virgien,David Spade,79.0,E.G. Daily,Autumn,100491683,3,0,567,1,"['Whoopi Goldberg', 'David Spade', 'E.G. Daily', 'Tara Strong', 'Christine Cavanaugh']",1990s,30000000,583.4,0,November,Whoopi Goldberg,David N. Weiss,0,1,1998,0,264,The Rugrats Movie,136.66666666666666,8.0,"['Animation', 'Family']"
1,0.05778894472361809,Joel Coen,Gabriel Byrne,115.0,Marcia Gay Harden,Autumn,5080409,2,0,407,1,"['John Turturro', 'Gabriel Byrne', 'Marcia Gay Harden', 'Steve Buscemi', 'Albert Finney']",1990s,14000000,465.6,0,September,John Turturro,Joel Coen,0,1,1990,0,424,Miller's Crossing,182.5,5.0,"['Drama', 'Thriller', 'Crime']"
0,0.03790523690773067,Gary Chapman,Ricky Gervais,76.0,Tim Curry,Spring,19478106,2,0,882,1,"['Ewan McGregor', 'Ricky Gervais', 'Tim Curry', 'Jim Broadbent', 'Hugh Laurie']",2000s,35000000,510.4,0,March,Ewan McGregor,Jordan Katz,0,1,2005,0,708,Valiant,261.0,5.666666666666667,"['Animation', 'Family', 'Adventure']"
1,0.07128614157527417,Edward Zwick,Djimon Hounsou,143.0,Jennifer Connelly,Winter,170877916,7,0,268,2,"['Leonardo DiCaprio', 'Djimon Hounsou', 'Jennifer Connelly', 'Kagiso Kuypers', 'Arnold Vosloo']",2000s,100000000,480.0,0,December,Leonardo DiCaprio,Charles Leavitt,0,1,2006,0,226,Blood Diamond,187.0,2.0,"['Drama', 'Thriller', 'Action']"
0,0.05439121756487026,Jean-Jacques Annaud,Guy Pearce,109.0,Oanh Nguyen,Spring,62172050,5,0,539,2,"['Ma√Ø Anh Le', 'Guy Pearce', 'Oanh Nguyen', ""Jaran 'See Tao' Petcharoen"", 'St√©phanie Lagarde']",2000s,74500000,791.4,0,April,Ma√Ø Anh Le,Jean-Jacques Annaud,0,1,2004,0,583,Two Brothers,202.6,3.0,"['Adventure', 'Drama', 'Family']"
1,0.04917210235825389,John Dahl,Dennis Hopper,98.0,Lara Flynn Boyle,Summer,2000000,2,0,1355,1,"['Nicolas Cage', 'Dennis Hopper', 'Lara Flynn Boyle', 'J.T. Walsh', 'Timothy Carhart']",1990s,8000000,707.4,0,July,Nicolas Cage,John Dahl,0,1,1993,0,741,Red Rock West,171.0,5.0,"['Crime', 'Drama', 'Thriller']"
1,0.0815407703851926,Oliver Stone,Cameron Diaz,163.0,Dennis Quaid,Winter,100230832,2,0,508,1,"['Al Pacino', 'Cameron Diaz', 'Dennis Quaid', 'James Woods', 'Jamie Foxx']",1990s,55000000,378.4,0,December,Al Pacino,John Logan,0,1,1999,0,409,Any Given Sunday,177.5,2.0,['Drama']
1,0.04484304932735426,Steve Bendelack,Max Baldry,90.0,Emma de Caunes,Spring,229736344,2,0,121,4,"['Rowan Atkinson', 'Max Baldry', 'Emma de Caunes', 'Willem Dafoe', 'Karel Roden']",2000s,25000000,726.2,0,March,Rowan Atkinson,Robin Driscoll,0,1,2007,0,82,Mr. Bean's Holiday,185.0,4.5,"['Family', 'Comedy']"
1,0.09492717227523857,Hector Babenco,John Lithgow,189.0,Daryl Hannah,Winter,1345903,2,0,1109,2,"['Tom Berenger', 'John Lithgow', 'Daryl Hannah', 'Aidan Quinn', 'Tom Waits']",1990s,36000000,811.0,0,December,Tom Berenger,Jean-Claude Carri√®re,0,1,1991,1,1153,At Play in the Fields of the Lord,61.5,5.0,"['Drama', 'Romance']"
1,0.04226752859273993,Mike Gunther,Ryan Phillippe,85.0,Bruce Willis,Autumn,2128186,6,0,1348,1,"['50 Cent', 'Ryan Phillippe', 'Bruce Willis', 'James Remar', 'Randy Couture']",2010s,20000000,638.8,0,November,50 Cent,Mike Gunther,0,1,2011,0,1115,Setup,250.0,3.75,"['Action', 'Crime', 'Drama', 'Thriller']"
0,0.06941001487357462,Dmitriy Kiselev,Konstantin Khabenskiy,140.0,Vladimir Ilin,Spring,9868942,1,0,1142,1,"['Evgeny Mironov', 'Konstantin Khabenskiy', 'Vladimir Ilin', 'Anatoliy Kotenyov', 'Aleksandra Ursuliak']",2010s,7075038,747.4,0,April,Evgeny Mironov,Yuri Korotkov,0,0,2017,0,893,The Spacewalker,229.0,5.666666666666667,"['Adventure', 'Drama', 'History']"
1,0.04458917835671343,Brian Levant,Phil Hartman,89.0,Sinbad,Autumn,129832389,2,0,275,1,"['Arnold Schwarzenegger', 'Phil Hartman', 'Sinbad', 'Rita Wilson', 'Jake Lloyd']",1990s,60000000,624.0,0,November,Arnold Schwarzenegger,Randy Kornfield,0,1,1996,1,282,Jingle All the Way,67.5,4.5,"['Family', 'Comedy']"
1,0.04795557799091368,Hal Needham,Roger Moore,95.0,Farrah Fawcett,Summer,72179579,1,0,482,1,"['Burt Reynolds', 'Roger Moore', 'Farrah Fawcett', 'Dean Martin', 'Dom DeLuise']",1980s,18000000,721.0,0,June,Burt Reynolds,Brock Yates,0,1,1981,0,370,The Cannonball Run,261.0,3.0,['Comedy']
1,0.05622489959839357,Michael Mann,Madeleine Stowe,112.0,Russell Means,Autumn,75505856,1,0,341,1,"['Daniel Day-Lewis', 'Madeleine Stowe', 'Russell Means', 'Eric Schweig', 'Jodhi May']",1990s,40000000,806.6,0,September,Daniel Day-Lewis,Michael Mann,0,1,1992,0,218,The Last of the Mohicans,183.0,6.333333333333333,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']"
1,0.047642928786359076,John Waters,Sam Waterston,95.0,Ricki Lake,Spring,7820688,2,0,1190,1,"['Kathleen Turner', 'Sam Waterston', 'Ricki Lake', 'Matthew Lillard', 'Traci Lords']",1990s,13000000,835.0,0,April,Kathleen Turner,John Waters,0,1,1994,0,976,Serial Mom,261.0,6.75,"['Comedy', 'Crime', 'Horror', 'Thriller']"
1,0.04887780548628429,Gary David Goldberg,John Cusack,98.0,Elizabeth Perkins,Summer,58405313,3,0,555,1,"['Diane Lane', 'John Cusack', 'Elizabeth Perkins', 'Christopher Plummer', 'Dermot Mulroney']",2000s,30000000,653.8,0,July,Diane Lane,Gary David Goldberg,0,1,2005,0,542,Must Love Dogs,205.33333333333334,5.5,"['Romance', 'Comedy']"
1,0.0500751126690035,Jim Gillespie,Sarah Michelle Gellar,100.0,Ryan Phillippe,Autumn,125586134,3,0,283,1,"['Jennifer Love Hewitt', 'Sarah Michelle Gellar', 'Ryan Phillippe', 'Freddie Prinze Jr.', 'Bridgette Wilson']",1990s,17000000,780.4,0,October,Jennifer Love Hewitt,Lois Duncan,0,1,1997,0,211,I Know What You Did Last Summer,220.33333333333334,9.0,"['Horror', 'Thriller', 'Mystery']"
1,0.05120481927710843,Ralph Bakshi,Gabriel Byrne,102.0,Brad Pitt,Summer,14110589,2,0,723,1,"['Kim Basinger', 'Gabriel Byrne', 'Brad Pitt', 'Michele Abrams', ""Deirdre O'Connell""]",1990s,30000000,707.4,0,July,Kim Basinger,Michael Grais,0,1,1992,0,784,Cool World,172.0,6.666666666666667,"['Animation', 'Comedy', 'Fantasy']"
1,0.06259389083625438,Oliver Stone,Nick Nolte,125.0,Jennifer Lopez,Autumn,6682098,4,0,821,2,"['Sean Penn', 'Nick Nolte', 'Jennifer Lopez', 'Joaquin Phoenix', 'Claire Danes']",1990s,19000000,635.0,0,October,Sean Penn,John Ridley,0,1,1997,0,409,U Turn,245.0,4.0,['Thriller']
1,0.04524886877828054,Stephen Herek,Alex Winter,90.0,George Carlin,Winter,40485039,1,0,441,1,"['Keanu Reeves', 'Alex Winter', 'George Carlin', 'Dan Shor', 'Hal Landon Jr.']",1980s,10000000,805.2,0,February,Keanu Reeves,Ed Solomon,0,1,1989,0,581,Bill & Ted's Excellent Adventure,221.0,3.0,"['Adventure', 'Comedy', 'Science Fiction']"
1,0.0689828801611279,James Cameron,Michael Biehn,137.0,James Remar,Summer,183316455,3,0,169,2,"['Sigourney Weaver', 'Michael Biehn', 'James Remar', 'Paul Reiser', 'Lance Henriksen']",1980s,18500000,472.6,0,July,Sigourney Weaver,James Cameron,0,1,1986,0,204,Aliens,140.0,5.0,"['Horror', 'Action', 'Thriller', 'Science Fiction']"
1,0.07039440838741887,Gary Ross,David McCullough,141.0,Chris Cooper,Summer,148336445,5,0,233,1,"['Jeff Bridges', 'David McCullough', 'Chris Cooper', 'Tobey Maguire', 'Elizabeth Banks']",2000s,87000000,558.2,0,July,Jeff Bridges,Laura Hillenbrand,0,1,2003,0,310,Seabiscuit,179.8,8.0,"['Drama', 'History']"
1,0.057128663686040734,Lasse Hallstr√∂m,Josh Duhamel,115.0,Cobie Smulders,Winter,97594140,2,2,369,1,"['Julianne Hough', 'Josh Duhamel', 'Cobie Smulders', 'David Lyons', 'Mike Pniewski']",2010s,28000000,671.2,0,February,Julianne Hough,Dana Stevens,0,1,2013,0,241,Safe Haven,193.5,8.0,['Romance']
0,0.041375872382851446,Martin Koolhoven,Geert de Jong,83.0,Yes-R,Winter,1271669,3,0,1400,1,"['Ad van Kempen', 'Geert de Jong', 'Yes-R', 'Tjitske Reidinga', 'Plien van Bennekom']",2000s,800000,835.0,0,December,Ad van Kempen,Maarten Lebens,0,0,2006,0,1157,Happy Family,261.0,5.5,"['Comedy', 'Romance']"
1,0.04125248508946322,Larry Charles,Sayed Badreya,83.0,Aasif Mandvi,Spring,179379533,1,0,347,1,"['Sacha Baron Cohen', 'Sayed Badreya', 'Aasif Mandvi', 'Megan Fox', 'Anna Faris']",2010s,65000000,696.4,0,May,Sacha Baron Cohen,Sacha Baron Cohen,0,1,2012,0,131,The Dictator,83.0,3.0,['Comedy']
1,0.058029014507253625,Simon West,Madeleine Stowe,116.0,James Cromwell,Summer,149705852,4,0,542,2,"['John Travolta', 'Madeleine Stowe', 'James Cromwell', 'Timothy Hutton', 'Leslie Stefanson']",1990s,60000000,650.2,0,June,John Travolta,William Goldman,0,1,1999,0,394,The General's Daughter,216.5,6.75,"['Crime', 'Drama', 'Mystery', 'Thriller']"
1,0.04992511233150274,Catherine Hardwicke,Nikki Reed,100.0,Vanessa Hudgens,Summer,4601043,4,0,1228,1,"['Evan Rachel Wood', 'Nikki Reed', 'Vanessa Hudgens', 'Holly Hunter', 'Brady Corbet']",2000s,2000000,738.6,0,August,Evan Rachel Wood,Catherine Hardwicke,0,1,2003,0,495,Thirteen,205.5,5.5,"['Crime', 'Drama']"
0,0.07711442786069651,Ashwani Dhir,Sanjay Mishra,155.0,Paresh Rawal,Winter,5000000,3,0,726,1,"['Ajay Devgn', 'Sanjay Mishra', 'Paresh Rawal', 'Konkona Sen Sharma', 'Mukesh Tiwari']",2010s,3750000,835.0,0,February,Ajay Devgn,Robin Bhatt,0,0,2010,0,999,"Dear Guest, When Will You Leave?",205.33333333333334,11.0,"['Comedy', 'Foreign']"
1,0.046742913973147684,Woody Allen,Rachel McAdams,94.0,Kurt Fuller,Spring,151119219,5,0,537,2,"['Owen Wilson', 'Rachel McAdams', 'Kurt Fuller', 'Mimi Kennedy', 'Michael Sheen']",2010s,30000000,386.8,0,May,Owen Wilson,Woody Allen,0,1,2011,0,422,Midnight in Paris,261.0,6.0,"['Fantasy', 'Comedy', 'Romance']"
1,0.04582074521651561,Brian Gibson,JoBeth Williams,91.0,Heather O'Rourke,Spring,40996665,1,0,723,1,"['Craig T. Nelson', 'JoBeth Williams', ""Heather O'Rourke"", 'Oliver Robins', 'Zelda Rubinstein']",1980s,19000000,835.0,0,May,Craig T. Nelson,Michael Grais,0,1,1986,0,530,Poltergeist II: The Other Side,146.0,7.5,"['Horror', 'Thriller']"
1,0.055168986083499,James McTeigue,Luke Evans,111.0,Alice Eve,Spring,29657751,1,1,760,4,"['John Cusack', 'Luke Evans', 'Alice Eve', 'Brendan Gleeson', 'Kevin McNally']",2010s,26000000,415.8,0,March,John Cusack,Ben Livingston,0,1,2012,0,335,The Raven,126.0,8.333333333333334,"['Crime', 'Thriller', 'Mystery']"
1,0.04434479322371699,Fred Savage,Tamala Jones,89.0,Paul Rae,Summer,18197398,2,0,906,1,"['Cuba Gooding Jr.', 'Tamala Jones', 'Paul Rae', 'Lochlyn Munro', 'Richard Gant']",2000s,6000000,766.2,0,August,Cuba Gooding Jr.,J. David Stem,0,1,2007,0,735,Daddy Day Camp,153.0,4.5,"['Comedy', 'Family']"
0,0.05361659079413252,Peter Weir,Olivia Hamnett,106.0,David Gulpilil,Winter,1258000,1,0,1398,1,"['Richard Chamberlain', 'Olivia Hamnett', 'David Gulpilil', 'Frederick Parslow', 'Vivean Gray']",1970s,810000,835.0,0,January,Richard Chamberlain,Peter Weir,0,1,1977,0,230,The Last Wave,261.0,6.0,"['Drama', 'Mystery', 'Thriller']"
1,0.06480558325024925,Christopher Nolan,Christian Bale,130.0,Michael Caine,Autumn,109676311,3,1,32,1,"['Hugh Jackman', 'Christian Bale', 'Michael Caine', 'Scarlett Johansson', 'Andy Serkis']",2000s,40000000,130.8,1,October,Hugh Jackman,Christopher Nolan,1,1,2006,0,21,The Prestige,84.66666666666667,6.0,"['Drama', 'Mystery', 'Thriller']"
1,0.057539682539682536,Richard Linklater,Juston Street,116.0,Ryan Guzman,Spring,3400278,1,0,967,1,"['Blake Jenner', 'Juston Street', 'Ryan Guzman', 'Tyler Hoechlin', 'Wyatt Russell']",2010s,10000000,788.8,0,March,Blake Jenner,Richard Linklater,0,1,2016,0,789,Everybody Wants Some!!,148.0,3.0,['Comedy']
1,0.056387225548902194,Eric Bress,Melora Walters,113.0,Amy Smart,Winter,96060858,5,0,377,2,"['Ashton Kutcher', 'Melora Walters', 'Amy Smart', 'Elden Henson', 'William Lee Scott']",2000s,13000000,777.0,0,January,Ashton Kutcher,Eric Bress,0,1,2004,0,278,The Butterfly Effect,198.0,4.5,"['Science Fiction', 'Thriller']"
1,0.06146926536731634,Gore Verbinski,Julia Roberts,123.0,James Gandolfini,Spring,147845033,4,0,234,2,"['Brad Pitt', 'Julia Roberts', 'James Gandolfini', 'J.K. Simmons', 'Gene Hackman']",2000s,57000000,473.0,0,March,Brad Pitt,J.H. Wyman,1,1,2001,0,26,The Mexican,193.0,5.0,"['Action', 'Comedy', 'Crime', 'Romance']"
1,0.0518444666001994,Michael Polish,Virginia Madsen,104.0,Max Thieriot,Autumn,11130889,1,0,1037,1,"['Billy Bob Thornton', 'Virginia Madsen', 'Max Thieriot', 'Jasper Polish', 'Logan Polish']",2000s,13000000,727.8,0,October,Billy Bob Thornton,Mark Polish,0,1,2006,0,859,The Astronaut Farmer,261.0,2.75,"['Adventure', 'Comedy', 'Drama', 'Science Fiction']"
0,0.04393409885172242,Peter Howitt,John Malkovich,88.0,Natalie Imbruglia,Spring,160583018,2,0,209,2,"['Rowan Atkinson', 'John Malkovich', 'Natalie Imbruglia', 'Tasha de Vasconcelos', 'Ben Miller']",2000s,40000000,700.6,0,April,Rowan Atkinson,Peter Howitt,0,1,2003,0,298,Johnny English,137.0,1.3333333333333333,"['Adventure', 'Action', 'Comedy']"
1,0.05432595573440644,Ron Shelton,Susan Sarandon,108.0,Tim Robbins,Summer,50888000,2,0,759,1,"['Kevin Costner', 'Susan Sarandon', 'Tim Robbins', 'Trey Wilson', 'Robert Wuhl']",1980s,7000000,622.8,0,June,Kevin Costner,Ron Shelton,0,1,1988,0,667,Bull Durham,241.0,5.5,"['Comedy', 'Romance']"
0,0.06944444444444445,Kleber Mendon√ßa Filho,Maeve Jinkings,140.0,Irandhir Santos,Autumn,3085977,3,0,1292,2,"['S√¥nia Braga', 'Maeve Jinkings', 'Irandhir Santos', 'Humberto Carr√£o', 'Fernando Teixeira']",2010s,762241,835.0,0,September,S√¥nia Braga,Kleber Mendon√ßa Filho,0,0,2016,0,1073,Aquarius,261.0,2.0,['Drama']
1,0.0506454816285998,Noam Murro,Eva Green,102.0,Lena Headey,Spring,337580051,6,0,168,1,"['Sullivan Stapleton', 'Eva Green', 'Lena Headey', 'Callan Mulvey', 'David Wenham']",2010s,110000000,835.0,0,March,Sullivan Stapleton,Frank Miller,0,1,2014,1,47,300: Rise of an Empire,194.16666666666666,6.5,"['Action', 'War']"
0,0.05952380952380952,Nicole Garcia,Louis Garrel,120.0,√Älex Brendem√ºhl,Autumn,6547983,2,0,1176,3,"['Marion Cotillard', 'Louis Garrel', '√Älex Brendem√ºhl', 'Brigitte Ro√ºan', 'Victoire Du Bois']",2010s,10300000,789.6,0,October,Marion Cotillard,Milena Agus,0,0,2016,0,964,From the Land of the Moon,261.0,5.0,"['Drama', 'Romance']"
1,0.04461152882205514,Chris Noonan,Miriam Margolyes,89.0,Danny Mann,Summer,254134910,2,1,72,2,"['Christine Cavanaugh', 'Miriam Margolyes', 'Danny Mann', 'Hugo Weaving', 'Miriam Flynn']",1990s,30000000,527.0,0,July,Christine Cavanaugh,George Miller,0,1,1995,0,176,Babe,71.0,4.5,"['Fantasy', 'Drama', 'Comedy', 'Family']"
1,0.06209313970956434,Wolfgang Petersen,Gary Oldman,124.0,Glenn Close,Summer,315156409,3,0,74,2,"['Harrison Ford', 'Gary Oldman', 'Glenn Close', 'Wendy Crewson', 'William H. Macy']",1990s,85000000,517.8,0,July,Harrison Ford,Andrew W. Marlowe,0,1,1997,0,137,Air Force One,220.33333333333334,2.0,"['Action', 'Thriller']"
1,0.05486284289276808,Peter Hyams,Armin Rohde,110.0,David Oyelowo,Spring,5989640,16,0,1092,4,"['Heike Makatsch', 'Armin Rohde', 'David Oyelowo', 'Wilfried Hochholdinger', 'Edward Burns']",2000s,80000000,821.4,0,May,Heike Makatsch,Gregory Poirier,0,1,2005,0,548,A Sound of Thunder,255.125,2.5,"['Thriller', 'Science Fiction', 'Adventure', 'Action']"
1,0.05538922155688623,Andy Cadiff,Stark Sands,111.0,Tony Jayawardena,Winter,12000000,5,0,1021,2,"['Mandy Moore', 'Stark Sands', 'Tony Jayawardena', 'Jeremy Piven', 'Annabella Sciorra']",2000s,23000000,758.6,0,January,Mandy Moore,Derek Guiley,0,1,2004,0,842,Chasing Liberty,240.8,5.5,"['Comedy', 'Romance']"
1,0.046686746987951805,Anthony Hickox,Terry Farrell,93.0,Ken Carpenter,Autumn,12534961,3,0,979,2,"['Kevin Bernhardt', 'Terry Farrell', 'Ken Carpenter', 'Doug Bradley', 'Paula Marshall']",1990s,5000000,835.0,0,September,Kevin Bernhardt,Peter Atkins,0,1,1992,0,835,Hellraiser III: Hell on Earth,261.0,9.333333333333334,"['Horror', 'Thriller', 'War']"
1,0.06701030927835051,Alfred Hitchcock,Joan Fontaine,130.0,George Sanders,Spring,6000000,1,0,1111,1,"['Laurence Olivier', 'Joan Fontaine', 'George Sanders', 'Judith Anderson', 'Nigel Bruce']",1940s,1288000,835.0,0,April,Laurence Olivier,Daphne Du Maurier,0,1,1940,0,854,Rebecca,261.0,7.0,"['Drama', 'Mystery']"
1,0.04662698412698413,Kirk Jones,Elena Kampouris,94.0,Nia Vardalos,Spring,88923251,4,0,216,2,"['John Corbett', 'Elena Kampouris', 'Nia Vardalos', 'Ian Gomez', 'John Stamos']",2010s,18000000,835.0,0,March,John Corbett,Nia Vardalos,0,1,2016,0,320,My Big Fat Greek Wedding 2,135.25,5.666666666666667,"['Romance', 'Comedy', 'Family']"
